QID,Miejscowosc,Description,Latitude,Longitude
"Q144089","Mścisław","miejscowość (Białoruś) obwód mohylewski [54°01'00' N, 31°43'30' E]",54.016666666666666,31.725
"Q145694","Mostowlany","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°35'50' N, 25°10'45' E]",53.59722222222222,25.179166666666667
"Q145696","Nieciecz","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°42'20' N, 25°13'50' E]",53.705555555555556,25.230555555555554
"Q145697","Nieciecz","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°53'40' N, 25°24'55' E]",53.894444444444446,25.415277777777778
"Q145700","Nowosiółki","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°53'30' N, 25°20'15' E]",53.891666666666666,25.3375
"Q145701","Nowosiółki","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°51'20' N, 25°03'45' E]",53.855555555555554,25.0625
"Q145631","Starzyna","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°21'00' N, 24°28'35' E]",53.35,24.476388888888888
"Q145639","Zapole","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°26'35' N, 24°27'00' E]",53.44305555555555,24.45
"Q144070","Bobrujsk","miejscowość (Białoruś) obwód mohylewski [53°08'00' N, 29°14'00' E]",53.13333333333333,29.233333333333334
"Q144088","Mohylew","miejscowość (Białoruś) obwód mohylewski [53°54'00' N, 30°20'00' E]",53.9,30.333333333333332
"Q144071","Bychów","miejscowość (Białoruś) obwód mohylewski [53°31'00' N, 30°14'30' E]",53.516666666666666,30.241666666666667
"Q144069","Białynicze","miejscowość (Białoruś) obwód mohylewski [54°00'00' N, 29°42'40' E]",54,29.711111111111112
"Q144074","Czeryków","miejscowość (Białoruś) obwód mohylewski [53°34'00' N, 31°23'00' E]",53.56666666666667,31.383333333333333
"Q144075","Drybin","miejscowość (Białoruś) obwód mohylewski [54°07'00' N, 31°06'00' E]",54.11666666666667,31.1
"Q144072","Chocimsk","miejscowość (Białoruś) obwód mohylewski [53°24'30' N, 32°35'00' E]",53.40833333333333,32.583333333333336
"Q144073","Czausy","miejscowość (Białoruś) obwód mohylewski [53°48'20' N, 30°58'40' E]",53.80555555555556,30.977777777777778
"Q144078","Hrudzinówka","miejscowość (Białoruś) obwód mohylewski [53°38'00' N, 30°28'15' E]",53.63333333333333,30.470833333333335
"Q144076","Hłusk","miejscowość (Białoruś) obwód mohylewski [52°54'00' N, 28°41'10' E]",52.9,28.68611111111111
"Q144079","Kirowsk","miejscowość (Białoruś) obwód mohylewski [53°16'10' N, 29°28'30' E]",53.269444444444446,29.475
"Q144077","Horki","miejscowość (Białoruś) obwód mohylewski [54°17'00' N, 30°59'00' E]",54.28333333333333,30.983333333333334
"Q144080","Kliczew","miejscowość (Białoruś) obwód mohylewski [53°29'10' N, 29°20'30' E]",53.486111111111114,29.341666666666665
"Q144081","Klimowicze","miejscowość (Białoruś) obwód mohylewski [53°36'00' N, 31°57'30' E]",53.6,31.958333333333332
"Q144087","Lenino","miejscowość (Białoruś) obwód mohylewski [54°24'30' N, 31°07'30' E]",54.40833333333333,31.125
"Q144087","Romanowo","miejscowość (Białoruś) obwód mohylewski [54°24'30' N, 31°07'30' E]",54.40833333333333,31.125
"Q144090","Osipowicze","miejscowość (Białoruś) obwód mohylewski [53°18'00' N, 28°38'00' E]",53.3,28.633333333333333
"Q145665","Dubrowna","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°54'00' N, 25°22'40' E]",53.9,25.377777777777776
"Q145672","Honczary","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°44'10' N, 25°25'00' E]",53.736111111111114,25.416666666666668
"Q145626","Rohoźnica Mała","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°16'05' N, 24°42'10' E]",53.268055555555556,24.70277777777778
"Q145624","Piłki","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°23'32' N, 24°15'30' E]",53.39222222222222,24.258333333333333
"Q145627","Rohoźnica Wielka","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°16'10' N, 24°41'00' E]",53.269444444444446,24.683333333333334
"Q145625","Radziewicze","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°23'30' N, 24°08'15' E]",53.391666666666666,24.1375
"Q145630","Samojłowicze Górne","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°19'05' N, 24°42'40' E]",53.31805555555555,24.711111111111112
"Q145628","Ruda Lipiczańska","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°27'00' N, 25°02'00' E]",53.45,25.033333333333335
"Q145629","Samojłowicze Dolne","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°18'40' N, 24°41'35' E]",53.31111111111111,24.693055555555556
"Q145632","Stefaniszki Małe","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°26'20' N, 24°32'00' E]",53.43888888888889,24.533333333333335
"Q145633","Stefaniszki Wielkie","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°25'50' N, 24°34'30' E]",53.43055555555556,24.575
"Q145638","Wola Krupica","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°23'10' N, 25°01'50' E]",53.38611111111111,25.030555555555555
"Q145636","Stukały","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°27'50' N, 24°52'10' E]",53.46388888888889,24.869444444444444
"Q145637","Suchenicze","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°29'20' N, 24°25'35' E]",53.48888888888889,24.426388888888887
"Q145642","Białohruda","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°48'00' N, 25°09'55' E]",53.8,25.165277777777778
"Q145640","Zarudawie","miejscowość (Białoruś) obwód grodzieński, rejon mostowski [53°20'00' N, 24°30'40' E]",53.333333333333336,24.511111111111113
"Q145641","Berdówka","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°55'15' N, 25°30'40' E]",53.920833333333334,25.511111111111113
"Q145646","Biskupce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°50'45' N, 25°33'40' E]",53.84583333333333,25.56111111111111
"Q145645","Bieniewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°44'00' N, 25°26'10' E]",53.733333333333334,25.43611111111111
"Q145648","Bojary Dzikuskie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°40'00' N, 25°02'40' E]",53.666666666666664,25.044444444444444
"Q145651","Buciły","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°35'25' N, 25°05'40' E]",53.59027777777778,25.094444444444445
"Q145649","Bojary Smołockie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°37'30' N, 25°10'50' E]",53.625,25.180555555555557
"Q145654","Czaplicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°44'00' N, 25°12'00' E]",53.733333333333334,25.2
"Q145655","Czechowce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°56'05' N, 25°18'00' E]",53.93472222222222,25.3
"Q145652","Chodorowce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°38'10' N, 25°04'00' E]",53.63611111111111,25.066666666666666
"Q145653","Chodziuki","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°45'50' N, 25°08'30' E]",53.763888888888886,25.141666666666666
"Q145658","Dajnowo Pierwsze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°52'00' N, 25°11'10' E]",53.86666666666667,25.18611111111111
"Q145656","Ćwirbuty","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°43'50' N, 25°07'05' E]",53.730555555555554,25.118055555555557
"Q145657","Dajnowo Drugie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°52'20' N, 25°09'00' E]",53.87222222222222,25.15
"Q145662","Dorże","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°45'45' N, 25°23'50' E]",53.7625,25.397222222222222
"Q145660","Dokudowo Drugie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°47'30' N, 25°30'15' E]",53.791666666666664,25.504166666666666
"Q145661","Dokudowo Pierwsze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°48'30' N, 25°30'45' E]",53.80833333333333,25.5125
"Q145667","Dzitryki","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°45'55' N, 25°14'00' E]",53.765277777777776,25.233333333333334
"Q145664","Dubczany","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°47'55' N, 25°11'20' E]",53.798611111111114,25.18888888888889
"Q145668","Dzitwa","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°51'20' N, 25°09'00' E]",53.855555555555554,25.15
"Q145670","Gudy","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°58'00' N, 25°14'30' E]",53.96666666666667,25.241666666666667
"Q145671","Hołdów","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°41'50' N, 25°06'30' E]",53.69722222222222,25.108333333333334
"Q145674","Hościłowce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°43'50' N, 24°58'30' E]",53.730555555555554,24.975
"Q145675","Ignatkowce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°42'55' N, 25°04'00' E]",53.71527777777778,25.066666666666666
"Q145673","Hornie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°51'00' N, 25°17'00' E]",53.85,25.283333333333335
"Q145678","Jodki","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°51'05' N, 25°21'20' E]",53.85138888888889,25.355555555555554
"Q145676","Jeremiewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°44'55' N, 25°12'10' E]",53.74861111111111,25.20277777777778
"Q145679","Koniuszany Małe","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°45'20' N, 25°18'40' E]",53.75555555555555,25.31111111111111
"Q145677","Jewsiewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°54'10' N, 25°06'20' E]",53.90277777777778,25.105555555555554
"Q145680","Koniuszany Wielkie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°45'00' N, 25°19'50' E]",53.75,25.330555555555556
"Q145683","Krasnowce","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°49'50' N, 25°02'30' E]",53.830555555555556,25.041666666666668
"Q145687","Lubora","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°46'35' N, 25°16'30' E]",53.77638888888889,25.275
"Q145690","Mochowicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°49'10' N, 25°10'10' E]",53.81944444444444,25.169444444444444
"Q145691","Mociewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°32'50' N, 25°06'40' E]",53.547222222222224,25.11111111111111
"Q145688","Łoziany","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°38'30' N, 25°13'40' E]",53.641666666666666,25.227777777777778
"Q145689","Małejkowszczyzna","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°55'00' N, 25°18'20' E]",53.916666666666664,25.305555555555557
"Q145692","Mosiewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°47'00' N, 25°06'40' E]",53.78333333333333,25.11111111111111
"Q145695","Możejków","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°43'10' N, 24°59'00' E]",53.71944444444444,24.983333333333334
"Q145695","Możejków Mały","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°43'10' N, 24°59'00' E]",53.71944444444444,24.983333333333334
"Q145693","Mosiewicze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°44'25' N, 25°21'25' E]",53.74027777777778,25.356944444444444
"Q145698","Nowickie Drugie","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°50'40' N, 25°22'35' E]",53.84444444444444,25.37638888888889
"Q145699","Nowickie Pierwsze","miejscowość (Białoruś) obwód grodzieński, rejon lidzki [53°51'40' N, 25°23'55' E]",53.861111111111114,25.398611111111112
"Q145856","Kamionka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°35'10' N, 23°48'00' E]",53.58611111111111,23.8
"Q145811","Bobrowniki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°26'20' N, 23°59'00' E]",53.43888888888889,23.983333333333334
"Q145855","Kalety","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°55'08' N, 23°34'10' E]",53.91888888888889,23.569444444444443
"Q145803","Baranowo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°31'10' N, 23°55'10' E]",53.519444444444446,23.919444444444444
"Q145808","Bielany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°37'25' N, 23°38'00' E]",53.62361111111111,23.633333333333333
"Q145806","Białe Błota","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°48'05' N, 23°48'40' E]",53.80138888888889,23.81111111111111
"Q145885","Leśnica","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°49'00' N, 23°54'00' E]",53.81666666666667,23.9
"Q145884","Leśna","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°51'47' N, 23°33'40' E]",53.863055555555555,23.56111111111111
"Q145884","Wólka Rządowa","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°51'47' N, 23°33'40' E]",53.863055555555555,23.56111111111111
"Q144096","Borysów","miejscowość (Białoruś) obwód miński [54°13'30' N, 28°30'30' E]",54.225,28.508333333333333
"Q145812","Boguszówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°45'35' N, 23°56'40' E]",53.75972222222222,23.944444444444443
"Q145814","Bojary","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°28'32' N, 23°54'00' E]",53.47555555555556,23.9
"Q145815","Bojary","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°46'53' N, 23°35'55' E]",53.78138888888889,23.59861111111111
"Q145816","Bondary","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°40'10' N, 24°17'30' E]",53.669444444444444,24.291666666666668
"Q145821","Czarnucha","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°55'41' N, 24°05'00' E]",53.92805555555555,24.083333333333332
"Q145833","Gliniany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°36'20' N, 24°17'25' E]",53.605555555555554,24.290277777777778
"Q145834","Grzebienie","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°27'30' N, 23°43'30' E]",53.458333333333336,23.725
"Q145851","Jeziory","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°43'20' N, 24°10'50' E]",53.72222222222222,24.180555555555557
"Q145862","Karolin","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°37'40' N, 23°42'30' E]",53.62777777777778,23.708333333333332
"Q145864","Kazimierzówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°44'20' N, 23°58'50' E]",53.73888888888889,23.980555555555554
"Q145865","Kiełbaski","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°46'47' N, 23°47'30' E]",53.77972222222222,23.791666666666668
"Q145868","Kołpaki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°33'50' N, 23°57'00' E]",53.56388888888889,23.95
"Q145871","Koniuchy","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°43'20' N, 23°37'50' E]",53.72222222222222,23.630555555555556
"Q145872","Koniuchy","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°39'00' N, 24°16'40' E]",53.65,24.27777777777778
"Q145874","Kopciówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°34'00' N, 23°52'20' E]",53.56666666666667,23.872222222222224
"Q145880","Kruhlik","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°26'00' N, 23°55'00' E]",53.43333333333333,23.916666666666668
"Q145882","Kwasówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°30'50' N, 23°59'50' E]",53.513888888888886,23.997222222222224
"Q145882","Pohorany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°30'50' N, 23°59'50' E]",53.513888888888886,23.997222222222224
"Q145883","Leszczyce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°40'50' N, 24°17'20' E]",53.68055555555556,24.288888888888888
"Q145887","Lichosielce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°45'40' N, 23°35'00' E]",53.76111111111111,23.583333333333332
"Q145817","Bruzgi","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°33'20' N, 23°40'50' E]",53.55555555555556,23.680555555555557
"Q145886","Lichacze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°56'25' N, 24°10'40' E]",53.94027777777778,24.177777777777777
"Q144094","Berezyna","miejscowość (Białoruś) obwód miński [53°50'00' N, 28°59'40' E]",53.833333333333336,28.994444444444444
"Q144091","Sławograd","miejscowość (Białoruś) obwód mohylewski [53°26'30' N, 31°00'00' E]",53.44166666666667,31
"Q144091","Propojsk","miejscowość (Białoruś) obwód mohylewski [53°26'30' N, 31°00'00' E]",53.44166666666667,31
"Q144095","Bienica","miejscowość (Białoruś) obwód miński [54°20'50' N, 26°33'20' E]",54.34722222222222,26.555555555555557
"Q144092","Szkłów","miejscowość (Białoruś) obwód mohylewski [54°12'30' N, 30°17'30' E]",54.208333333333336,30.291666666666668
"Q144093","Świsłocz","miejscowość (Białoruś) obwód mohylewski [53°26'00' N, 28°58'30' E]",53.43333333333333,28.975
"Q144098","Budsław","miejscowość (Białoruś) obwód miński [54°47'10' N, 27°27'20' E]",54.78611111111111,27.455555555555556
"Q144099","Budsław","miejscowość (Białoruś) obwód miński [54°47'25' N, 27°24'30' E]",54.790277777777774,27.408333333333335
"Q144097","Bóbr","miejscowość (Białoruś) obwód miński [54°20'30' N, 29°16'30' E]",54.34166666666667,29.275
"Q144100","Chocieńczyce","miejscowość (Białoruś) obwód miński [54°19'00' N, 27°23'00' E]",54.31666666666667,27.383333333333333
"Q144101","Chołopienicze","miejscowość (Białoruś) obwód miński [54°31'00' N, 28°57'30' E]",54.516666666666666,28.958333333333332
"Q145852","Jurewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°37'14' N, 24°10'03' E]",53.620555555555555,24.1675
"Q145839","Hołynka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°46'30' N, 23°34'15' E]",53.775,23.570833333333333
"Q145879","Kozłowicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°40'15' N, 24°01'45' E]",53.670833333333334,24.029166666666665
"Q145850","Jatwieź","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°50'45' N, 23°46'40' E]",53.84583333333333,23.77777777777778
"Q145818","Chaniewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°32'05' N, 24°22'00' E]",53.53472222222222,24.366666666666667
"Q145802","Balicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°25'30' N, 24°00'30' E]",53.425,24.008333333333333
"Q145861","Karaszewo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°37'20' N, 24°18'55' E]",53.62222222222222,24.315277777777776
"Q145804","Barbarycze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°47'38' N, 23°53'46' E]",53.79388888888889,23.89611111111111
"Q145807","Bielakowszczyzna","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°36'30' N, 24°20'30' E]",53.608333333333334,24.341666666666665
"Q145805","Bereżany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°44'45' N, 23°47'45' E]",53.74583333333333,23.795833333333334
"Q145810","Birulicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°34'30' N, 24°11'15' E]",53.575,24.1875
"Q145809","Bieliczany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°48'25' N, 23°47'30' E]",53.80694444444445,23.791666666666668
"Q145813","Bohatery Polne","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°42'55' N, 23°37'10' E]",53.71527777777778,23.619444444444444
"Q145819","Chwojniany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°32'10' N, 24°15'45' E]",53.53611111111111,24.2625
"Q145822","Dekałowicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°30'40' N, 24°02'50' E]",53.51111111111111,24.04722222222222
"Q145820","Cydowicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°47'00' N, 23°54'00' E]",53.78333333333333,23.9
"Q145849","Jaśkiewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°29'00' N, 23°51'20' E]",53.483333333333334,23.855555555555554
"Q145823","Dmisiewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°52'57' N, 23°44'30' E]",53.8825,23.741666666666667
"Q145826","Doroszewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°32'00' N, 24°02'35' E]",53.53333333333333,24.043055555555554
"Q145824","Dojlidki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°32'40' N, 23°46'50' E]",53.544444444444444,23.780555555555555
"Q145827","Dubowa Nowa","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°27'30' N, 23°47'30' E]",53.458333333333336,23.791666666666668
"Q145825","Dorguń","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°48'20' N, 23°36'25' E]",53.80555555555556,23.606944444444444
"Q145830","Dziemidkowo Wielkie","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°29'40' N, 23°48'15' E]",53.49444444444445,23.804166666666667
"Q145830","Dziemidkowo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°29'40' N, 23°48'15' E]",53.49444444444445,23.804166666666667
"Q145828","Dubowa Stara","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°27'40' N, 23°46'30' E]",53.46111111111111,23.775
"Q145831","Ejsymonty","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°40'05' N, 24°04'50' E]",53.668055555555554,24.080555555555556
"Q145829","Dubówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°27'45' N, 23°49'50' E]",53.4625,23.830555555555556
"Q145832","Ginowicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°45'30' N, 23°36'00' E]",53.75833333333333,23.6
"Q145835","Gumbacze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°46'55' N, 23°55'55' E]",53.78194444444444,23.931944444444444
"Q145838","Hołownicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°41'57' N, 24°01'45' E]",53.69916666666667,24.029166666666665
"Q145836","Hłuszniewo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°51'30' N, 24°15'00' E]",53.858333333333334,24.25
"Q145837","Hołowacze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°38'10' N, 24°15'50' E]",53.63611111111111,24.26388888888889
"Q145842","Horny","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°33'40' N, 24°00'00' E]",53.56111111111111,24
"Q145843","Hoża","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°48'50' N, 23°51'30' E]",53.81388888888889,23.858333333333334
"Q145840","Horaczki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°54'30' N, 23°45'10' E]",53.90833333333333,23.752777777777776
"Q145841","Hornica","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°35'35' N, 23°55'50' E]",53.59305555555556,23.930555555555557
"Q145846","Huszczyce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°35'55' N, 24°11'45' E]",53.59861111111111,24.195833333333333
"Q145844","Hoża Nowa","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°48'30' N, 23°52'00' E]",53.80833333333333,23.866666666666667
"Q145847","Iwanowce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°30'20' N, 23°46'15' E]",53.50555555555555,23.770833333333332
"Q145845","Hubinka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°39'30' N, 24°09'40' E]",53.65833333333333,24.16111111111111
"Q145848","Jałowszczyzna","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°43'30' N, 23°55'50' E]",53.725,23.930555555555557
"Q145854","Kaleniki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°26'55' N, 24°03'30' E]",53.44861111111111,24.058333333333334
"Q145853","Kadysz","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°54'00' N, 23°41'05' E]",53.9,23.684722222222224
"Q145853","Kadysz Rządowy","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°54'00' N, 23°41'05' E]",53.9,23.684722222222224
"Q145858","Kaplica Mała","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°41'40' N, 23°55'30' E]",53.69444444444444,23.925
"Q145857","Kaniewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°39'00' N, 24°11'20' E]",53.65,24.18888888888889
"Q145859","Kaplica Wielka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°41'30' N, 23°54'05' E]",53.69166666666667,23.90138888888889
"Q145860","Kapłanowce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°45'15' N, 23°42'05' E]",53.75416666666667,23.70138888888889
"Q145863","Kaszubińce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°37'20' N, 24°13'00' E]",53.62222222222222,24.216666666666665
"Q145866","Klinczany","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°28'50' N, 23°44'35' E]",53.480555555555554,23.743055555555557
"Q145867","Kodziowce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°49'40' N, 23°45'05' E]",53.827777777777776,23.75138888888889
"Q145870","Komotowo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°34'30' N, 24°02'10' E]",53.575,24.03611111111111
"Q145869","Komisarowo","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°44'10' N, 23°36'15' E]",53.736111111111114,23.604166666666668
"Q145875","Korobczyce","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°36'30' N, 23°45'05' E]",53.608333333333334,23.75138888888889
"Q145873","Kopaniki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°34'20' N, 23°45'35' E]",53.57222222222222,23.759722222222223
"Q145878","Kowalicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°29'15' N, 23°56'30' E]",53.4875,23.941666666666666
"Q145876","Korzeniewicze","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°33'40' N, 23°55'20' E]",53.56111111111111,23.92222222222222
"Q145877","Koszewniki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°39'00' N, 23°53'50' E]",53.65,23.897222222222222
"Q145881","Kuncewszczyzna","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°27'12' N, 23°58'40' E]",53.45333333333333,23.977777777777778
"Q145890","Łabno-Ogrodniki","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°42'00' N, 23°39'10' E]",53.7,23.65277777777778
"Q145888","Likówka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°30'30' N, 23°58'00' E]",53.50833333333333,23.966666666666665
"Q145889","Litwinka","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°28'05' N, 24°01'45' E]",53.46805555555556,24.029166666666665
"Q145901","Michałów","miejscowość (Białoruś) obwód grodzieński, rejon grodzieński [53°32'50' N, 24°08'10' E]",53.547222222222224,24.136111111111113
